STATEFIP,PUMA,PUMAName,State,hhNonEnglish,hhNonEngParEngChld,hhTotal,pctNonEnglish,pctNonEngParEngChld
04,00130,"Maricopa County--El Mirage City & Sun City PUMA, Arizona",Arizona,10184,2629,59910,17,4.4
04,00203,"Pima County (North Central)--Oro Valley Town PUMA, Arizona",Arizona,12471,2190,49410,25.2,4.4
06,01700,"El Dorado County--El Dorado Hills PUMA, California",California,15234,3216,72639,21,4.4
08,00815,"Denver City (Southeast) PUMA, Colorado",Colorado,21763,3749,85210,25.5,4.4
09,00902,"Meriden, Wallingford & North Haven Towns PUMA; Connecticut",Connecticut,14237,2433,55640,25.6,4.4
09,00300,"Hartford County (North) PUMA, Connecticut",Connecticut,14410,2913,66239,21.8,4.4
12,10900,"St. Johns County (North) PUMA, Florida",Florida,15074,3449,78248,19.3,4.4
12,00102,"Alachua County (Outer) PUMA, Florida",Florida,9235,1890,42704,21.6,4.4
12,00904,"Brevard County (Southeast)--Palm Bay City, Grant-Valkaria & Malabar Towns PUMA; Florida",Florida,12131,2247,50507,24,4.4
12,11501,"Sarasota County (North) PUMA, Florida",Florida,11955,2776,62559,19.1,4.4
13,01001,"Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City PUMA, Georgia",Georgia,15918,2488,56272,28.3,4.4
13,04100,"Central Savannah River Area Regional Commission (East Central)--Columbia County PUMA, Georgia",Georgia,10521,2120,47680,22.1,4.4
18,00800,"Kosciusko & Marshall Counties PUMA, Indiana",Indiana,10392,2225,50974,20.4,4.4
19,02000,"Woodbury & Plymouth Counties--Sioux City PUMA, Iowa",Iowa,13882,2284,52405,26.5,4.4
21,01705,"KIPDA Area Development District (West)--Louisville/Jefferson County (South Central) PUMA, Kentucky",Kentucky,11680,2280,51263,22.8,4.4
34,01202,"Ocean County (Central)--Beachwood Borough PUMA, New Jersey",New Jersey,8923,2020,45503,19.6,4.4
36,00402,"Oneida County (Central)--Greater Utica & Rome Cities PUMA, New York",New York,16900,3267,73864,22.9,4.4
36,02701,"Sullivan & Ulster (West) Counties PUMA, New York",New York,10253,2070,47268,21.7,4.4
36,00903,"Monroe County (Central)--Rochester City (West) PUMA, New York",New York,12077,2040,46635,25.9,4.4
37,03106,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns PUMA; North Carolina",North Carolina,13222,2694,61880,21.4,4.4
42,03304,"Delaware County (West) PUMA, Pennsylvania",Pennsylvania,8875,2205,50535,17.6,4.4
42,03002,"Bucks County (Central) PUMA, Pennsylvania",Pennsylvania,10868,2550,57612,18.9,4.4
48,06000,"Alamo Area COG (Northwest) & Blanco County PUMA, Texas",Texas,11960,2347,53342,22.4,4.4
55,00200,"Green Bay City PUMA, Wisconsin",Wisconsin,11257,2059,46357,24.3,4.4
06,07501,"San Francisco County (North & West)--Richmond District PUMA, California",California,29352,3013,69395,42.3,4.3
08,04106,"El Paso County (North Central)--Colorado Springs City (North) & Monument Town PUMA, Colorado",Colorado,10236,1939,44670,22.9,4.3
09,01500,"Windham County PUMA, Connecticut",Connecticut,10676,2171,50424,21.2,4.3
12,10301,"Pinellas County (North) PUMA, Florida",Florida,11068,2245,52685,21,4.3
13,06001,"Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City PUMA, Georgia",Georgia,9050,1634,38158,23.7,4.3
17,00105,"Rock Island County PUMA, Illinois",Illinois,13913,2845,65450,21.3,4.3
20,00801,"Shawnee County (Central)--Topeka City PUMA, Kansas",Kansas,9060,2024,47262,19.2,4.3
21,01902,"Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA, Kentucky",Kentucky,18684,3689,85808,21.8,4.3
29,01804,"St. Louis County (West) PUMA, Missouri",Missouri,11659,2098,49121,23.7,4.3
40,00400,"Southwest Oklahoma PUMA, Oklahoma",Oklahoma,10386,1996,46128,22.5,4.3
44,00101,"Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA, Rhode Island",Rhode Island,15035,2613,61210,24.6,4.3
46,00600,"Sioux Falls City PUMA, South Dakota",South Dakota,15999,3287,76940,20.8,4.3
51,04102,"Chesterfield County (Central)--Chester & Rockwood PUMA, Virginia",Virginia,9683,1915,45038,21.5,4.3
53,10600,"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties PUMA; Washington",Washington,10984,2075,48137,22.8,4.3
08,00819,"Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA, Colorado",Colorado,13537,2612,62100,21.8,4.2
09,00906,"East Haven, Branford, Guilford, Madison & North Branford Towns PUMA; Connecticut",Connecticut,8179,1879,45204,18.1,4.2
10,00102,"New Castle County (North)--Hockessin PUMA, Delaware",Delaware,12604,2513,59843,21.1,4.2
12,03500,"Flagler & Volusia (North Central) Counties PUMA, Florida",Florida,10188,1918,45501,22.4,4.2
13,04300,"Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties PUMA, Georgia",Georgia,14102,2911,70144,20.1,4.2
13,02100,"Three Rivers Regional Commission (North Central)--Coweta County PUMA, Georgia",Georgia,11374,2188,52518,21.7,4.2
27,02500,"Olmsted County--Rochester City PUMA, Minnesota",Minnesota,15025,2735,64706,23.2,4.2
34,02103,"Camden County (South & West)--Bellmawr & Pine Hill Boroughs PUMA, New Jersey",New Jersey,11821,2309,54650,21.6,4.2
34,02002,"Burlington County (West Central) PUMA, New Jersey",New Jersey,13809,2607,61830,22.3,4.2
37,02900,"Iredell (South)--Mooresville Town & Statesville City PUMA, North Carolina",North Carolina,11225,2420,57540,19.5,4.2
37,03600,"Randolph County PUMA, North Carolina",North Carolina,10321,2460,57892,17.8,4.2
39,04000,"Delaware County PUMA, Ohio",Ohio,14614,3021,72496,20.2,4.2
39,05402,"Butler County (South Central)--Hamilton & Fairfield Cities PUMA, Ohio",Ohio,10326,2258,54211,19,4.2
39,04101,"Columbus (Far Northeast), Gahanna & New Albany Cities PUMA; Ohio",Ohio,11121,2115,50404,22.1,4.2
42,02401,"Dauphin County (Central)--Harrisburg City & Colonial Park PUMA, Pennsylvania",Pennsylvania,17118,2986,71210,24,4.2
48,00800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA; Texas",Texas,16291,3476,82422,19.8,4.2
49,03001,"Tooele & Box Elder Counties PUMA, Utah",Utah,11072,1632,38954,28.4,4.2
53,11706,"Snohomish County (North)--Marysville & Arlington Cities PUMA, Washington",Washington,11589,2297,54614,21.2,4.2
55,00103,"Dane County (West) PUMA, Wisconsin",Wisconsin,19763,3814,91453,21.6,4.2
08,00822,"Douglas County (South)--Castle Rock Town PUMA, Colorado",Colorado,8954,1722,42440,21.1,4.1
10,00101,"New Castle County (East Central)--Wilmington City PUMA, Delaware",Delaware,9226,1912,46191,20,4.1
11,00101,"District of Columbia (West) PUMA, District of Columbia",District of Columbia,16625,2307,55962,29.7,4.1
12,09907,"Palm Beach County (Southeast)--Greater Delray Beach City PUMA, Florida",Florida,16028,2544,62010,25.8,4.1
12,07300,"Leon County (Outer) PUMA, Florida",Florida,10849,2392,58349,18.6,4.1
12,03104,"Duval County (East)--Jacksonville City (Beaches) PUMA, Florida",Florida,13949,2379,58032,24,4.1
13,03102,"Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities) PUMA, Georgia",Georgia,8477,1837,45232,18.7,4.1
18,00401,"St. Joseph County (North)--South Bend City PUMA, Indiana",Indiana,10656,2114,51221,20.8,4.1
20,01301,"Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities PUMA, Kansas",Kansas,13126,2568,62849,20.9,4.1
31,00400,"Southwest Nebraska PUMA, Nebraska",Nebraska,9208,1868,45655,20.2,4.1
34,02202,"Gloucester County (South & West)--Glassboro Borough PUMA, New Jersey",New Jersey,12736,2452,59963,21.2,4.1
36,03303,"Suffolk County (Northwest)--Smithtown Town PUMA, New York",New York,8979,1719,41969,21.4,4.1
39,04104,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities PUMA; Ohio",Ohio,10961,2064,49841,22,4.1
39,04108,"Columbus (Southeast) & Reynoldsburg Cities PUMA, Ohio",Ohio,11482,2076,50440,22.8,4.1
41,01301,"Portland City (North & Northeast) PUMA, Oregon",Oregon,12390,2152,51901,23.9,4.1
41,00901,"Jackson County (Central)--Medford & Central Point Cities PUMA, Oregon",Oregon,9842,1874,46216,21.3,4.1
42,03003,"Bucks County (Southeast)--Levittown PUMA, Pennsylvania",Pennsylvania,14473,2785,67157,21.6,4.1
42,02801,"Carbon & Lehigh (North) Counties PUMA, Pennsylvania",Pennsylvania,9805,2133,52665,18.6,4.1
47,03207,"Memphis City (Southeast) PUMA, Tennessee",Tennessee,8471,1710,41868,20.2,4.1
51,51120,"George Washington Regional Commission (South) PUMA, Virginia",Virginia,14240,2815,68014,20.9,4.1
09,00500,"Litchfield County PUMA, Connecticut",Connecticut,13456,3112,77142,17.4,4
18,01002,"Allen County (Central)--Fort Wayne City (North) PUMA, Indiana",Indiana,11777,2144,52956,22.2,4
24,00506,"Baltimore County--Dundalk, Essex & Edgemere PUMA; Maryland",Maryland,8831,1679,42179,20.9,4
27,01502,"Dakota County (South)--Lakeville, Hastings, Rosemount & Farmington Cities PUMA; Minnesota",Minnesota,11467,2206,55392,20.7,4
27,01700,"Carver & Scott (West) Counties PUMA, Minnesota",Minnesota,8203,1724,43435,18.9,4
31,00902,"Douglas County--Omaha City (Southwest) PUMA, Nebraska",Nebraska,12089,2428,60583,20,4
36,03208,"Nassau County (Southeast)--Oyster Bay Town (South) PUMA, New York",New York,8672,1547,38285,22.7,4
37,01301,"Durham County (South)--Durham City (South) PUMA, North Carolina",North Carolina,19644,3173,79973,24.6,4
37,01000,"Wilson & Greene Counties--Wilson City PUMA, North Carolina",North Carolina,7592,1739,43356,17.5,4
39,05401,"Butler County (Southeast)--Monroe City & Beckett Ridge PUMA, Ohio",Ohio,9816,1656,41789,23.5,4
40,01003,"Oklahoma County (Northeast)--Edmond & Oklahoma City (North Central) Cities PUMA, Oklahoma",Oklahoma,13203,2439,61097,21.6,4
42,03401,"Chester County (North)--Phoenixville Borough PUMA, Pennsylvania",Pennsylvania,8920,1769,43893,20.3,4
49,11002,"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities PUMA; Utah",Utah,10914,1610,40380,27,4
51,51167,"Virginia Beach City (South) PUMA, Virginia",Virginia,12636,2077,51360,24.6,4
53,11705,"Snohomish County (Central & Southeast)--Lake Stevens & Monroe Cities PUMA, Washington",Washington,11523,2064,51600,22.3,4
04,00109,"Maricopa County--Tempe City (North) PUMA, Arizona",Arizona,18435,2167,56149,32.8,3.9
06,02300,"Humboldt County PUMA, California",California,11979,2304,58628,20.4,3.9
10,00300,"Sussex County PUMA, Delaware",Delaware,15161,3678,94698,16,3.9
12,08302,"Marion County (Central)--Ocala City PUMA, Florida",Florida,8959,1738,44563,20.1,3.9
12,08500,"Martin County PUMA, Florida",Florida,12591,2625,67998,18.5,3.9
12,07105,"Lee County (Southeast)--Bonita Springs City & Estero (East) PUMA, Florida",Florida,10719,2015,51623,20.8,3.9
13,02800,"Northwest Georgia Regional Commission (Northeast) PUMA, Georgia",Georgia,12980,2759,70914,18.3,3.9
13,00402,"Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA, Georgia",Georgia,10758,1946,50150,21.5,3.9
16,00701,"Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA, Idaho",Idaho,9504,1777,46008,20.7,3.9
21,01704,"KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast) PUMA, Kentucky",Kentucky,10681,2168,55763,19.2,3.9
22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA; Louisiana",Louisiana,9390,1656,42807,21.9,3.9
29,00902,"Kansas City (North Central), Gladstone City & North Kansas City PUMA; Missouri",Missouri,8991,1797,46330,19.4,3.9
31,00901,"Douglas County--Omaha City (Northwest) PUMA, Nebraska",Nebraska,16288,2924,75165,21.7,3.9
34,00800,"Hunterdon County PUMA, New Jersey",New Jersey,10108,2004,51541,19.6,3.9
36,00906,"Monroe County (South) PUMA, New York",New York,16272,3069,79345,20.5,3.9
36,03304,"Suffolk County (North Central)--Brookhaven Town (North) PUMA, New York",New York,14016,1837,47110,29.8,3.9
36,00701,"Onondaga County (Central)--Syracuse City PUMA, New York",New York,17704,2742,70279,25.2,3.9
47,00300,"Montgomery & Stewart Counties--Clarksville City PUMA, Tennessee",Tennessee,21500,3167,81607,26.3,3.9
51,55002,"Chesapeake City (South & West) PUMA, Virginia",Virginia,9058,1727,44530,20.3,3.9
55,40301,"Milwaukee County (South) PUMA, Wisconsin",Wisconsin,10327,2060,52253,19.8,3.9
01,00500,"Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA, Alabama",Alabama,8585,1820,47832,17.9,3.8
06,07502,"San Francisco County (North & East)--North Beach & Chinatown PUMA, California",California,22348,2337,60788,36.8,3.8
16,00400,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City PUMA; Idaho",Idaho,8472,1718,45507,18.6,3.8
21,01706,"KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest) PUMA, Kentucky",Kentucky,11467,2177,56623,20.3,3.8
24,01600,"Charles County--La Plata Town & Waldorf PUMA, Maryland",Maryland,11876,2243,58956,20.1,3.8
26,02907,"Oakland County (South Central)--Farmington & Southfield Area PUMA, Michigan",Michigan,17194,2848,74826,23,3.8
31,00801,"Lancaster County--Lincoln City (North) PUMA, Nebraska",Nebraska,16842,2936,76481,22,3.8
34,01205,"Ocean County (Northeast)--Point Pleasant Borough PUMA, New Jersey",New Jersey,8196,1585,42179,19.4,3.8
37,03400,"Rowan County PUMA, North Carolina",North Carolina,9938,2159,57345,17.3,3.8
37,01803,"Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village PUMA, North Carolina",North Carolina,9019,2079,54407,16.6,3.8
42,02302,"Cumberland County (East) PUMA, Pennsylvania",Pennsylvania,11763,2679,71223,16.5,3.8
47,03205,"Memphis (East), Lakeland Cities & Arlington Town (South) PUMA; Tennessee",Tennessee,9353,1746,46156,20.3,3.8
51,51087,"Rappahannock-Rapidan Regional Commission PUMA, Virginia",Virginia,12428,2499,65610,18.9,3.8
53,10400,"Stevens, Okanogan, Pend Oreille & Ferry Counties PUMA; Washington",Washington,8315,1724,45566,18.2,3.8
12,06100,"Indian River County PUMA, Florida",Florida,10806,2202,60312,17.9,3.7
13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA; Georgia",Georgia,11112,2479,66298,16.8,3.7
17,02300,"Kankakee County PUMA, Illinois",Illinois,8670,1662,45425,19.1,3.7
24,01107,"Prince George's County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills PUMA; Maryland",Maryland,9509,1668,44602,21.3,3.7
25,00506,"Middlesex County (East)--Cambridge City PUMA, Massachusetts",Massachusetts,25199,2369,63197,39.9,3.7
27,01408,"Hennepin County--Edina, St. Louis Park & Hopkins Cities PUMA; Minnesota",Minnesota,12129,2015,55106,22,3.7
34,02102,"Camden County (Central)--Lindenwold & Collingswood Boroughs PUMA, New Jersey",New Jersey,10017,1807,49373,20.3,3.7
36,01205,"Erie County (West Central)--Buffalo City (East) PUMA, New York",New York,14366,2366,63995,22.4,3.7
42,03106,"Montgomery County (South Central) PUMA, Pennsylvania",Pennsylvania,14637,2549,69585,21,3.7
42,00101,"Erie City, Lawrence Park Township & Wesleyville Borough PUMA; Pennsylvania",Pennsylvania,9274,1781,48447,19.1,3.7
45,00302,"Spartanburg County (Outside Spartanburg City)--Greer City (East) PUMA, South Carolina",South Carolina,13385,2625,71366,18.8,3.7
45,00603,"Richland (North) & Fairfield Counties--Forest Acres City & Dentsville PUMA, South Carolina",South Carolina,16224,2699,73751,22,3.7
48,04604,"Houston City (West Central)--South of I-10 & Inside Loop I-610 PUMA, Texas",Texas,22431,2737,74846,30,3.7
51,55001,"Chesapeake City (Northeast) PUMA, Virginia",Virginia,11145,1726,46091,24.2,3.7
55,02500,"Sheboygan County PUMA, Wisconsin",Wisconsin,7544,1896,50744,14.9,3.7
04,00112,"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek PUMA; Arizona",Arizona,9847,1899,53020,18.6,3.6
05,01500,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties PUMA; Arkansas",Arkansas,7133,1421,39688,18,3.6
06,07310,"San Diego County (West)--San Diego City (Southwest/Central Coastal) PUMA, California",California,20443,3005,83969,24.3,3.6
08,00700,"Pueblo County (North)--Pueblo City & Pueblo West PUMA, Colorado",Colorado,17103,2360,65574,26.1,3.6
08,00818,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA; Colorado",Colorado,12636,2150,58979,21.4,3.6
08,00817,"Jefferson County (Northeast)--Arvada City PUMA, Colorado",Colorado,11034,1777,49777,22.2,3.6
10,00200,"Kent County--Dover City PUMA, Delaware",Delaware,14365,2536,70825,20.3,3.6
12,06901,"Lake County (North) PUMA, Florida",Florida,8404,1652,46226,18.2,3.6
12,09100,"Okaloosa County PUMA, Florida",Florida,21081,3024,84108,25.1,3.6
12,03101,"Duval County (Outer)--Jacksonville City (North & West) PUMA, Florida",Florida,11301,1730,47850,23.6,3.6
19,01200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties PUMA; Iowa",Iowa,8713,1840,50573,17.2,3.6
21,01703,"KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast) PUMA, Kentucky",Kentucky,9179,1758,48217,19,3.6
25,04901,"Plymouth & Bristol Counties (Outside Brockton City) PUMA, Massachusetts",Massachusetts,9205,1775,49827,18.5,3.6
26,02904,"Oakland County (Central) PUMA, Michigan",Michigan,14871,2416,68022,21.9,3.6
34,02201,"Gloucester County (Northeast)--Woodbury City PUMA, New Jersey",New Jersey,9948,1773,49262,20.2,3.6
37,03700,"Moore & Montgomery Counties PUMA, North Carolina",North Carolina,8595,1881,52632,16.3,3.6
39,01801,"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities PUMA; Ohio",Ohio,7709,1693,47486,16.2,3.6
39,01200,"Geauga & Lake (South) Counties PUMA, Ohio",Ohio,8203,1627,44854,18.3,3.6
41,01317,"Clackamas County (South & East)--Damascus City PUMA, Oregon",Oregon,7126,1454,39971,17.8,3.6
45,00501,"York County (West & Outside Rock Hill City) PUMA, South Carolina",South Carolina,9069,1764,48937,18.5,3.6
45,00102,"Greenville County (North)--Greer City (North & West) & Taylors (Central & East) PUMA, South Carolina",South Carolina,8191,1566,43518,18.8,3.6
48,04603,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610 PUMA; Texas",Texas,22382,2382,65461,34.2,3.6
49,21001,"Southwest & South Central Utah (Outside Washington County)--Cedar City PUMA, Utah",Utah,12487,1975,54172,23.1,3.6
55,70201,"Waukesha County (East) PUMA, Wisconsin",Wisconsin,11527,2328,63944,18,3.6
04,00600,"Mohave & La Paz Counties--Lake Havasu City PUMA, Arizona",Arizona,17632,3455,99920,17.6,3.5
05,01300,"Pope, Johnson, Yell, Conway & Perry Counties PUMA; Arkansas",Arkansas,10171,1963,56852,17.9,3.5
09,01100,"New London County (North) PUMA, Connecticut",Connecticut,12009,1969,55946,21.5,3.5
12,00903,"Brevard County (Southwest)--Melbourne & West Melbourne Cities PUMA, Florida",Florida,10869,1873,53356,20.4,3.5
13,01500,"Middle Georgia Regional Commission (South)--Houston & Pulaski Counties PUMA, Georgia",Georgia,13264,2242,63841,20.8,3.5
13,01004,"Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities PUMA, Georgia",Georgia,9640,1579,44498,21.7,3.5
13,02001,"Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan PUMA, Georgia",Georgia,9459,1771,49997,18.9,3.5
18,01003,"Allen County (Outside Fort Wayne City) PUMA, Indiana",Indiana,7361,1415,40172,18.3,3.5
18,00104,"Lake County (South) PUMA, Indiana",Indiana,11034,1870,52837,20.9,3.5
18,01803,"Hamilton County (East)--Noblesville City & Fishers Town (East) PUMA, Indiana",Indiana,10752,1561,45207,23.8,3.5
19,01100,"Johnson County--Iowa City PUMA, Iowa",Iowa,15202,2361,66861,22.7,3.5
20,01302,"Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast) PUMA, Kansas",Kansas,13702,2365,66897,20.5,3.5
24,01204,"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater PUMA; Maryland",Maryland,10836,2091,60506,17.9,3.5
24,01203,"Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore PUMA; Maryland",Maryland,9547,1751,50522,18.9,3.5
25,00703,"Essex County (East)--Salem, Beverly, Gloucester & Newburyport Cities PUMA; Massachusetts",Massachusetts,17377,3166,91716,18.9,3.5
34,01101,"Monmouth County (Southeast)--Tinton Falls Borough (South) PUMA, New Jersey",New Jersey,7802,1528,44064,17.7,3.5
36,01600,"Fulton & Montgomery Counties PUMA, New York",New York,8123,1568,44471,18.3,3.5
36,02801,"Dutchess County (North & East) PUMA, New York",New York,11049,1929,54844,20.1,3.5
37,01900,"Davie, Yadkin & Iredell (North) Counties PUMA; North Carolina",North Carolina,6857,1504,42509,16.1,3.5
37,03500,"Davidson County PUMA, North Carolina",North Carolina,11178,2414,68503,16.3,3.5
39,01100,"Lake County (East)--Mentor, Painesville Cities & Madison Village PUMA; Ohio",Ohio,8060,1606,45523,17.7,3.5
39,00903,"Cuyahoga County (South)--Broadview Heights, North Royalton & Strongsville Cities PUMA; Ohio",Ohio,9648,1684,47559,20.3,3.5
42,03504,"Lancaster County (Southwest)--Columbia Borough PUMA, Pennsylvania",Pennsylvania,10778,1936,54673,19.7,3.5
45,01102,"Horry County (Southeast)--Myrtle Beach, North Myrtle Beach Cities & Socastee (East) PUMA; South Carolina",South Carolina,11122,2573,73685,15.1,3.5
45,00301,"Spartanburg County (Central)--Spartanburg City PUMA, South Carolina",South Carolina,10432,1846,53116,19.6,3.5
48,01300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA; Texas",Texas,8409,1689,47807,17.6,3.5
53,11402,"Thurston County (Outer) PUMA, Washington",Washington,9047,1484,42329,21.4,3.5
55,50000,"Walworth County PUMA, Wisconsin",Wisconsin,7646,1524,43633,17.5,3.5
08,01002,"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties PUMA; Colorado",Colorado,8005,1501,44166,18.1,3.4
08,00820,"Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine PUMA; Colorado",Colorado,9291,1717,50168,18.5,3.4
09,00700,"Middlesex County PUMA, Connecticut",Connecticut,13983,2454,72923,19.2,3.4
12,05301,"Hernando County PUMA, Florida",Florida,14874,2650,77435,19.2,3.4
12,03107,"Duval County (Southwest Central)--Jacksonville City (Southwest) PUMA, Florida",Florida,15730,2205,65498,24,3.4
24,00602,"Harford County (South & East)--Aberdeen & Havre de Grace Cities PUMA, Maryland",Maryland,10247,1514,44732,22.9,3.4
26,01802,"Ingham County (Northwest) PUMA, Michigan",Michigan,10278,1697,50193,20.5,3.4
26,03210,"Detroit City (Northeast) PUMA, Michigan",Michigan,8491,1459,43018,19.7,3.4
31,00802,"Lancaster County--Lincoln City (South) PUMA, Nebraska",Nebraska,11885,2103,61226,19.4,3.4
34,01600,"Sussex County PUMA, New Jersey",New Jersey,10750,1904,55753,19.3,3.4
36,03810,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA; New York",New York,25033,2935,85258,29.4,3.4
37,03002,"Gaston County (Southeast)--Gastonia & Belmont Cities PUMA, North Carolina",North Carolina,8192,1527,45246,18.1,3.4
40,00800,"Canadian County--Oklahoma City (West) PUMA, Oklahoma",Oklahoma,10301,1613,47292,21.8,3.4
41,00300,"Klamath, Malheur, Lake & Harney Counties PUMA; Oregon",Oregon,10311,1734,50363,20.5,3.4
41,01305,"Portland City (Central East) PUMA, Oregon",Oregon,11830,1902,56699,20.9,3.4
45,00601,"Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank PUMA, South Carolina",South Carolina,12488,2308,68852,18.1,3.4
48,01800,"East Texas COG (Southwest)--Henderson & Anderson Counties PUMA, Texas",Texas,12230,2094,62085,19.7,3.4
48,02313,"Dallas City (Downtown)--North of I-30 PUMA, Texas",Texas,18757,2421,70385,26.6,3.4
48,02200,"North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties PUMA; Texas",Texas,10294,1785,52434,19.6,3.4
48,00700,"North Texas Regional Planning Commission--Wichita County--Wichita Falls City PUMA, Texas",Texas,14238,2141,63445,22.4,3.4
55,30000,"Racine County PUMA, Wisconsin",Wisconsin,16359,2809,82487,19.8,3.4
01,00400,"DeKalb & Jackson Counties PUMA, Alabama",Alabama,6938,1583,48399,14.3,3.3
05,01000,"Pulaski County (Central)--Little Rock City PUMA, Arkansas",Arkansas,14989,2613,80016,18.7,3.3
06,06707,"Sacramento County (West)--Sacramento City (Central/Downtown & Midtown) PUMA, California",California,18150,2102,63299,28.7,3.3
08,01001,"Mesa County (Central)--Greater Grand Junction & Fruita Cities PUMA, Colorado",Colorado,10178,1888,57524,17.7,3.3
08,00900,"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties PUMA; Colorado",Colorado,9516,1615,49655,19.2,3.3
12,10304,"Pinellas County (Central)--Greater Largo City PUMA, Florida",Florida,9989,1700,51558,19.4,3.3
13,02900,"Northwest Georgia Regional Commission (East Central)--Bartow County PUMA, Georgia",Georgia,7704,1285,38701,19.9,3.3
18,02303,"Marion County--Lawrence Township--Indianapolis (Northeast) & Lawrence Cities PUMA, Indiana",Indiana,9720,1688,50668,19.2,3.3
18,02306,"Marion County--Warren & Franklin Townships--Indianapolis City (East & Southeast) PUMA, Indiana",Indiana,11495,2081,62898,18.3,3.3
21,00500,"Barren River Area Development District (Central)--Warren County PUMA, Kentucky",Kentucky,11243,1812,55465,20.3,3.3
21,01800,"KIPDA Area Development District (Northeast) PUMA, Kentucky",Kentucky,7700,1483,45490,16.9,3.3
22,01500,"Capital Region Planning Commission 2--East Baton Rouge Parish (South) PUMA, Louisiana",Louisiana,10215,1681,51511,19.8,3.3
22,02201,"Regional Planning Commission 2--St. Tammany Parish (Southeast) PUMA, Louisiana",Louisiana,8248,1418,43616,18.9,3.3
23,01000,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities PUMA; Maine",Maine,9005,1747,52531,17.1,3.3
26,02702,"Washtenaw County (East Central)--Ann Arbor City Area PUMA, Michigan",Michigan,17330,2024,60903,28.5,3.3
27,01900,"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties PUMA; Minnesota",Minnesota,9726,1803,55173,17.6,3.3
29,01805,"St. Louis County (Central) PUMA, Missouri",Missouri,11879,1860,56843,20.9,3.3
31,00702,"Sarpy County--Bellevue City PUMA, Nebraska",Nebraska,15930,2253,67402,23.6,3.3
36,02002,"Albany County (Outside Albany City) PUMA, New York",New York,16737,2930,88309,19,3.3
36,01202,"Erie County (North Central) PUMA, New York",New York,13802,1924,58859,23.4,3.3
37,01701,"Greensboro City (North) PUMA, North Carolina",North Carolina,11012,2128,64366,17.1,3.3
37,05002,"Cumberland County (East)--Hope Mills & Spring Lake Towns PUMA, North Carolina",North Carolina,10419,1601,49084,21.2,3.3
40,01006,"Oklahoma County (Central)--Oklahoma City (Central) PUMA, Oklahoma",Oklahoma,9253,1700,51452,18,3.3
40,00900,"Cleveland County--Norman, Oklahoma City (South) & Moore Cities PUMA; Oklahoma",Oklahoma,24631,3826,117575,20.9,3.3
