STATEFIP,PUMA,PUMAName,State,hhNonEnglish,hhNonEngParEngChld,hhTotal,pctNonEnglish,pctNonEngParEngChld
36,03704,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA; New York",New York,30805,7752,48571,63.4,16
36,03206,"Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA, New York",New York,21968,7708,48182,45.6,16
48,05914,"Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities PUMA, Texas",Texas,20299,6812,42478,47.8,16
06,00110,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities PUMA; California",California,35664,13443,84668,42.1,15.9
06,06710,"Sacramento County (Central)--Elk Grove City PUMA, California",California,23546,8113,51092,46.1,15.9
36,03902,"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York",New York,23615,8015,50255,47,15.9
48,03200,"Rio Grande COG & Permian Basin Regional Planning Commission (West) PUMA, Texas",Texas,26899,6798,42825,62.8,15.9
12,01110,"Broward County (Central)--Davie Town & Cooper City PUMA, Florida",Florida,22942,7160,45432,50.5,15.8
24,01003,"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac PUMA; Maryland",Maryland,35119,11165,70830,49.6,15.8
32,00410,"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast) PUMA; Nevada",Nevada,26105,8325,52697,49.5,15.8
36,04103,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",New York,65992,14134,89369,73.8,15.8
06,07303,"San Diego County (Northwest)--Vista City PUMA, California",California,14915,5820,37107,40.2,15.7
48,04616,"Houston City (Southwest)--Between Loop I-610 & Beltway TX-8 PUMA, Texas",Texas,20426,6650,42249,48.3,15.7
12,08602,"Miami-Dade County (North Central)--Miami Gardens City (North & West) PUMA, Florida",Florida,15636,4540,29011,53.9,15.6
48,05301,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA; Texas",Texas,21134,7641,49013,43.1,15.6
48,02308,"Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities PUMA, Texas",Texas,17919,5872,37655,47.6,15.6
06,06709,"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna) PUMA; California",California,25032,7904,50865,49.2,15.5
06,03702,"Los Angeles County (Northwest)--Santa Clarita City PUMA, California",California,27994,10050,64959,43.1,15.5
06,03725,"Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills) PUMA; California",California,36145,10219,65901,54.8,15.5
06,07319,"San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley PUMA; California",California,21403,7301,47189,45.4,15.5
06,06505,"Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities PUMA; California",California,27012,9567,62170,43.4,15.4
34,00602,"Hudson County (Central)--Jersey City (South) PUMA, New Jersey",New Jersey,22018,6515,42190,52.2,15.4
42,02702,"Berks County (Southwest)--Reading City PUMA, Pennsylvania",Pennsylvania,23271,8382,54314,42.8,15.4
48,04620,"Houston (Southeast) & Webster Cities PUMA, Texas",Texas,18830,6202,40390,46.6,15.4
51,10701,"Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village) PUMA, Virginia",Virginia,17415,5979,38753,44.9,15.4
06,03734,"Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake) PUMA; California",California,52326,12345,80823,64.7,15.3
06,07317,"San Diego County (South Central)--San Diego City (Central/Mid-City) PUMA, California",California,33173,9624,62991,52.7,15.3
17,03520,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park PUMA; Illinois",Illinois,28459,7437,48690,58.4,15.3
36,04016,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",New York,38723,8722,57160,67.7,15.3
51,59307,"Fairfax County (Northwest)--Reston (North) & Franklin Farm PUMA, Virginia",Virginia,27547,9381,61389,44.9,15.3
06,06501,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities PUMA; California",California,46967,10820,70953,66.2,15.2
15,00308,"Honolulu County--Ewa PUMA, Hawaii",Hawaii,17929,5425,35589,50.4,15.2
34,00307,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs PUMA; New Jersey",New Jersey,18873,6249,40979,46.1,15.2
08,00810,"Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA, Colorado",Colorado,19582,6799,45081,43.4,15.1
17,03106,"Will County (Northwest)--DuPage & Wheatland Townships PUMA, Illinois",Illinois,21021,8192,54169,38.8,15.1
48,02303,"Dallas County (East)--Mesquite City (Central & Southeast) PUMA, Texas",Texas,16350,5999,39615,41.3,15.1
48,06900,"Coastal Bend COG (Southeast) & Willacy County PUMA, Texas",Texas,24507,5504,36342,67.4,15.1
48,04628,"Harris County (Northwest)--Jersey Village City--Between Beltway TX-8 & FM-1960 PUMA, Texas",Texas,18518,6147,40580,45.6,15.1
06,03744,"Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUMA, California",California,49783,12084,80715,61.7,15
06,05907,"Orange County (North Central)--Fullerton & Placentia Cities PUMA, California",California,33482,10052,66916,50,15
06,10701,"Tulare County (Northwest)--Visalia City PUMA, California",California,23552,7466,49863,47.2,15
06,01308,"Contra Costa County (Northeast)--Antioch City PUMA, California",California,15901,5445,36338,43.8,15
17,03208,"DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships PUMA; Illinois",Illinois,24866,9131,60885,40.8,15
36,04104,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",New York,26721,6642,44225,60.4,15
48,05901,"San Antonio City (Central) PUMA, Texas",Texas,28186,5907,39493,71.4,15
48,04801,"Houston-Galveston Area Council--Brazoria County (North)--Pearland City PUMA, Texas",Texas,18968,6851,45523,41.7,15
06,06507,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PUMA; California",California,22871,7976,53541,42.7,14.9
06,08101,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town PUMA; California",California,29236,6981,46749,62.5,14.9
12,01113,"Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities PUMA, Florida",Florida,26034,6936,46625,55.8,14.9
34,00305,"Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs PUMA; New Jersey",New Jersey,14880,5621,37745,39.4,14.9
36,04106,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA; New York",New York,37374,9173,61425,60.8,14.9
48,05904,"San Antonio City (Northwest)--Inside Loop I-410 PUMA, Texas",Texas,24869,5729,38475,64.6,14.9
06,05908,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities PUMA; California",California,30479,9180,62163,49,14.8
06,06708,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park) PUMA; California",California,24941,7282,49213,50.7,14.8
06,09502,"Solano County (Central)--Fairfield & Suisun City Cities PUMA, California",California,22111,7380,49940,44.3,14.8
08,00807,"Adams County (West Central)--Commerce City & Brighton Cities PUMA, Colorado",Colorado,23136,8614,58275,39.7,14.8
12,08613,"Miami-Dade County (Northeast Central)--Miami City (Downtown) PUMA, Florida",Florida,42959,7592,51275,83.8,14.8
12,08606,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview PUMA; Florida",Florida,19045,4924,33329,57.1,14.8
34,01901,"Union County (North Central)--Roselle Park Borough PUMA, New Jersey",New Jersey,17917,5771,39089,45.8,14.8
36,03204,"Nassau County (West Central)--North Hempstead Town (South) PUMA, New York",New York,17823,5570,37645,47.3,14.8
17,03418,"Cook County (Northwest)--Schaumburg Township (South & Central) PUMA, Illinois",Illinois,17770,5998,40747,43.6,14.7
44,00103,"Providence City PUMA, Rhode Island",Rhode Island,36583,11133,75726,48.3,14.7
48,04635,"Houston City (West)--South of I-10 & West of TX-6 PUMA, Texas",Texas,19272,5879,40040,48.1,14.7
06,06711,"Sacramento County (South)--Galt, Isleton Cities & Delta Region PUMA; California",California,16207,5742,39419,41.1,14.6
24,01103,"Prince George's County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities PUMA, Maryland",Maryland,15969,5448,37335,42.8,14.6
36,04002,"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",New York,30163,7279,49730,60.7,14.6
06,07114,"San Bernardino County (Southwest)--Chino & Chino Hills Cities PUMA, California",California,30495,9214,63547,48,14.5
06,00106,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland PUMA; California",California,24758,7358,50785,48.8,14.5
06,08302,"Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA; California",California,16162,5488,37803,42.8,14.5
12,02103,"Collier County (East) PUMA, Florida",Florida,18780,6573,45435,41.3,14.5
34,01904,"Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South) PUMA; New Jersey",New Jersey,18344,5857,40494,45.3,14.5
36,04015,"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",New York,33227,8480,58681,56.6,14.5
42,03202,"Philadelphia City (Near Northeast-West) PUMA, Pennsylvania",Pennsylvania,24489,7359,50699,48.3,14.5
48,00400,"South Plains Association of Governments (Outside Lubbock County) PUMA, Texas",Texas,24658,7201,49699,49.6,14.5
48,04623,"Harris County (East)--Baytown City PUMA, Texas",Texas,18007,5646,38941,46.2,14.5
